排名,客户ID,流失概率,风险等级,建议挽留措施,报告生成时间,主要风险因素,在网时长(月),月消费(元),累计消费(元),合同类型,网络服务,支付方式,性别,流失原因分析
1090,1197-BVMVG,8.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,4,74.45,294.45,Month-to-month,Fiber optic,Electronic check,Female,月租费用中等偏高(¥74/月)；在网时间较短(4个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1091,0330-IVZHA,8.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,5,69.95,330.15,Month-to-month,Fiber optic,Electronic check,Female,月租费用中等偏高(¥70/月)；在网时间较短(5个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1092,9795-VOWON,8.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,7,24.35,150.85,One year,DSL,Credit card (automatic),Male,在网时间较短(7个月)，客户黏性不足；年付合同即将到期，需重点关注
1093,6923-AQONU,8.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,23,20.9,454.0,Two year,No,Mailed check,Male,在网时间(23个月)，仍处于流失高风险期；无网络服务，增值业务少；邮寄支票支付，便捷性差
1094,6542-LWGXJ,8.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,3,25.0,78.25,Month-to-month,DSL,Mailed check,Male,在网时间较短(3个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
1095,4026-SKKHW,8.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,3,50.25,152.3,Month-to-month,DSL,Mailed check,Male,在网时间较短(3个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
1096,3221-CJMSG,8.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,24,51.1,1269.6,Month-to-month,DSL,Credit card (automatic),Male,月付合同，转换成本低，易流失
1097,4342-HENTK,8.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,70.65,142.35,Month-to-month,Fiber optic,Electronic check,Female,月租费用中等偏高(¥71/月)；在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1098,3387-PLKUI,8.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,13,18.8,251.25,Month-to-month,No,Mailed check,Female,在网时间(13个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
1099,6339-YPSAH,8.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,9,73.8,704.3,Month-to-month,Fiber optic,Electronic check,Male,月租费用中等偏高(¥74/月)；在网时间较短(9个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1100,0023-UYUPN,8.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,50,25.2,1306.3,One year,No,Electronic check,Female,年付合同即将到期，需重点关注；无网络服务，增值业务少；电子支票支付，账单拖欠风险较高
1101,8201-AAXCB,8.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,25,60.35,1404.65,Month-to-month,DSL,Electronic check,Male,月租费用中等偏高(¥60/月)；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
1102,4132-KALRO,8.3%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,4,100.85,399.25,Month-to-month,Fiber optic,Mailed check,Female,月租费用偏高(¥101/月)；在网时间较短(4个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1103,9530-EHPOH,8.3%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,11,53.75,608.0,Month-to-month,DSL,Electronic check,Male,在网时间较短(11个月)，客户黏性不足；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
1104,3396-DKDEL,8.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,70,115.15,8250.0,Two year,Fiber optic,Credit card (automatic),Female,月租费用偏高(¥115/月)；光纤用户对网络质量要求高
1105,9796-BPKIW,8.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,8,69.95,562.7,Month-to-month,Fiber optic,Credit card (automatic),Male,月租费用中等偏高(¥70/月)；在网时间较短(8个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1106,8216-AZUUZ,8.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,42,100.4,4303.65,Two year,Fiber optic,Electronic check,Female,月租费用偏高(¥100/月)；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
1107,2462-XIIJB,8.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,5,92.5,452.7,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥92/月)；在网时间较短(5个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1108,3808-HFKDE,8.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,20,44.35,927.15,Month-to-month,DSL,Electronic check,Female,在网时间(20个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
1109,3001-CBHLQ,8.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,32,104.9,3351.55,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥105/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
1110,6121-TNHBO,8.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,63,83.0,5243.05,One year,DSL,Bank transfer (automatic),Female,月租费用偏高(¥83/月)；年付合同即将到期，需重点关注
1111,2439-QKJUL,8.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,5,20.25,109.8,Month-to-month,No,Mailed check,Male,在网时间较短(5个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
1112,0374-FIUCA,8.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,65,20.4,1414.45,Two year,No,Credit card (automatic),Male,无网络服务，增值业务少
1113,1862-QRWPE,8.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,48,20.65,1057.0,Two year,No,Bank transfer (automatic),Female,无网络服务，增值业务少
1114,8648-PFRMP,8.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,14,46.35,672.7,Month-to-month,DSL,Electronic check,Female,在网时间(14个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
1115,6047-SUHPR,8.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,39,59.8,2343.85,One year,DSL,Electronic check,Male,年付合同即将到期，需重点关注；电子支票支付，账单拖欠风险较高
1116,7102-JJVTX,8.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,9,48.6,422.3,One year,DSL,Mailed check,Female,在网时间较短(9个月)，客户黏性不足；年付合同即将到期，需重点关注；邮寄支票支付，便捷性差
1117,8098-TDCBU,8.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,42,25.25,1108.2,Two year,No,Electronic check,Female,无网络服务，增值业务少；电子支票支付，账单拖欠风险较高
1118,9424-CMPOG,8.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,9,19.6,197.4,Two year,No,Mailed check,Male,在网时间较短(9个月)，客户黏性不足；无网络服务，增值业务少；邮寄支票支付，便捷性差
1119,4869-EPIUS,8.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,56,80.9,4557.5,One year,Fiber optic,Electronic check,Male,月租费用偏高(¥81/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
1120,0689-DSXGL,8.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,52,85.8,4433.3,Month-to-month,Fiber optic,Bank transfer (automatic),Female,月租费用偏高(¥86/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1121,4513-CXYIX,7.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,71,80.7,5676.0,Two year,Fiber optic,Credit card (automatic),Female,月租费用偏高(¥81/月)；光纤用户对网络质量要求高
1122,1474-JUWSM,7.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,58,68.4,3972.25,One year,DSL,Electronic check,Female,月租费用中等偏高(¥68/月)；年付合同即将到期，需重点关注；电子支票支付，账单拖欠风险较高
1123,8331-ZXFOE,7.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,58,71.1,4299.2,One year,DSL,Credit card (automatic),Female,月租费用中等偏高(¥71/月)；年付合同即将到期，需重点关注
1124,9658-WYUFB,7.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,17,94.4,1617.5,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥94/月)；在网时间(17个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1125,3655-SNQYZ,7.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,69,113.25,7895.15,Two year,Fiber optic,Credit card (automatic),Female,月租费用偏高(¥113/月)；光纤用户对网络质量要求高
